art,subject1,subj_qualified,subject2,subject3
http://www.wikidata.org/entity/Q3210251,http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q1079524 @ http://www.wikidata.org/entity/Q116887 @ http://www.wikidata.org/entity/Q12888135 @ http://www.wikidata.org/entity/Q3039121 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q2367101 @ http://www.wikidata.org/entity/Q3575260 @ http://www.wikidata.org/entity/Q2106696 @ http://www.wikidata.org/entity/Q35197 @ http://www.wikidata.org/entity/Q3406886 @ http://www.wikidata.org/entity/Q160020 @ http://www.wikidata.org/entity/Q860792 @ http://www.wikidata.org/entity/Q13147 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q189829 @ http://www.wikidata.org/entity/Q9604 @ http://www.wikidata.org/entity/Q2921550 @ http://www.wikidata.org/entity/Q2703478 @ http://www.wikidata.org/entity/Q40953 @ http://www.wikidata.org/entity/Q42948 @ http://www.wikidata.org/entity/Q160108 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q2160801 @ http://www.wikidata.org/entity/Q235544 @ http://www.wikidata.org/entity/Q660281 @ http://www.wikidata.org/entity/Q1144593 @ http://www.wikidata.org/entity/Q1146001 @ http://www.wikidata.org/entity/Q76768 @ http://www.wikidata.org/entity/Q43436,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q1239065,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q534805,73D36
http://www.wikidata.org/entity/Q3110269,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q392371 @ http://www.wikidata.org/entity/Q51636,,http://www.wikidata.org/entity/Q51636,73D61
http://www.wikidata.org/entity/Q3820951,http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q8866546 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q81938 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q9604,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q9191570,http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q19983456,,http://www.wikidata.org/entity/Q534805,73D36
http://www.wikidata.org/entity/Q17319790,http://www.wikidata.org/entity/Q202466 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q83772 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q9103 @ http://www.wikidata.org/entity/Q808132 @ http://www.wikidata.org/entity/Q14130,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q3847399,http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q808132 @ http://www.wikidata.org/entity/Q374192 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q695992 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q2367101 @ http://www.wikidata.org/entity/Q467,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q15974339,http://www.wikidata.org/entity/Q1058800 @ http://www.wikidata.org/entity/Q575 @ http://www.wikidata.org/entity/Q188641 @ http://www.wikidata.org/entity/Q152357 @ http://www.wikidata.org/entity/Q35509 @ http://www.wikidata.org/entity/Q843533 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q8074 @ http://www.wikidata.org/entity/Q527 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q10791 @ http://www.wikidata.org/entity/Q9103,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q10577188,http://www.wikidata.org/entity/Q236232 @ http://www.wikidata.org/entity/Q3441626 @ http://www.wikidata.org/entity/Q499 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q15324 @ http://www.wikidata.org/entity/Q527 @ http://www.wikidata.org/entity/Q35509 @ http://www.wikidata.org/entity/Q10791 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q602740 @ http://www.wikidata.org/entity/Q43801 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q1144593 @ http://www.wikidata.org/entity/Q152357 @ http://www.wikidata.org/entity/Q506 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q9103,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q4448822,http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q9604 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q571 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q1207302,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q9026835,http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q153126 @ http://www.wikidata.org/entity/Q9604 @ http://www.wikidata.org/entity/Q571 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q1358616,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q16589358,http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q9604 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q14130,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q11934553,http://www.wikidata.org/entity/Q10909316 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q9604,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q16589355,http://www.wikidata.org/entity/Q9604 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q63070,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q17322914,http://www.wikidata.org/entity/Q1358616 @ http://www.wikidata.org/entity/Q83772 @ http://www.wikidata.org/entity/Q26771 @ http://www.wikidata.org/entity/Q20460 @ http://www.wikidata.org/entity/Q35509 @ http://www.wikidata.org/entity/Q63070 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q4968244 @ http://www.wikidata.org/entity/Q9103 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q200539,,http://www.wikidata.org/entity/Q5989722,11HH(MARY MAGDALENE)36
http://www.wikidata.org/entity/Q40432,http://www.wikidata.org/entity/Q2922016 @ http://www.wikidata.org/entity/Q148558 @ http://www.wikidata.org/entity/Q726 @ http://www.wikidata.org/entity/Q179226 @ http://www.wikidata.org/entity/Q374035 @ http://www.wikidata.org/entity/Q2196000 @ http://www.wikidata.org/entity/Q939883 @ http://www.wikidata.org/entity/Q40685808 @ http://www.wikidata.org/entity/Q128007 @ http://www.wikidata.org/entity/Q10884 @ http://www.wikidata.org/entity/Q148571 @ http://www.wikidata.org/entity/Q1232528 @ http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q109442873 @ http://www.wikidata.org/entity/Q8074,,http://www.wikidata.org/entity/Q40685808,46B11 @ 46C13141(PERCHERON)
http://www.wikidata.org/entity/Q2472983,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q4003123,http://www.wikidata.org/entity/Q374192 @ http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q30521,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q51633 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q536168 @ http://www.wikidata.org/entity/Q43982 @ http://www.wikidata.org/entity/Q35473 @ http://www.wikidata.org/entity/Q282 @ http://www.wikidata.org/entity/Q44015 @ http://www.wikidata.org/entity/Q2100893 @ http://www.wikidata.org/entity/Q43675 @ http://www.wikidata.org/entity/Q7802 @ http://www.wikidata.org/entity/Q43600 @ http://www.wikidata.org/entity/Q43399 @ http://www.wikidata.org/entity/Q201714 @ http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q32489 @ http://www.wikidata.org/entity/Q57216 @ http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q44047 @ http://www.wikidata.org/entity/Q43669 @ http://www.wikidata.org/entity/Q51633 @ http://www.wikidata.org/entity/Q14748 @ http://www.wikidata.org/entity/Q43945 @ http://www.wikidata.org/entity/Q12871 @ http://www.wikidata.org/entity/Q43999 @ http://www.wikidata.org/entity/Q81727 @ http://www.wikidata.org/entity/Q33923 @ http://www.wikidata.org/entity/Q5 @ http://www.wikidata.org/entity/Q81018,,http://www.wikidata.org/entity/Q51633,73D2
http://www.wikidata.org/entity/Q3208041,http://www.wikidata.org/entity/Q51633 @ http://www.wikidata.org/entity/Q14748 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q25207,http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q51633 @ http://www.wikidata.org/entity/Q302,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q4003121,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q4003124,http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q302,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q318944,http://www.wikidata.org/entity/Q51633,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q4003120,http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q302,,http://www.wikidata.org/entity/Q51633,73D24
http://www.wikidata.org/entity/Q75846,http://www.wikidata.org/entity/Q153988 @ http://www.wikidata.org/entity/Q66459381,,http://www.wikidata.org/entity/Q66459381,73D23
http://www.wikidata.org/entity/Q133508,http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q464056 @ http://www.wikidata.org/entity/Q1144593 @ http://www.wikidata.org/entity/Q34384 @ http://www.wikidata.org/entity/Q4649 @ http://www.wikidata.org/entity/Q3032287 @ http://www.wikidata.org/entity/Q14130 @ http://www.wikidata.org/entity/Q34201 @ http://www.wikidata.org/entity/Q10791 @ http://www.wikidata.org/entity/Q182019 @ http://www.wikidata.org/entity/Q1034158,,http://www.wikidata.org/entity/Q494762,92B1222
http://www.wikidata.org/entity/Q2860005,http://www.wikidata.org/entity/Q178342 @ http://www.wikidata.org/entity/Q506 @ http://www.wikidata.org/entity/Q161358,,http://www.wikidata.org/entity/Q154326,11G184 @ 73A52
http://www.wikidata.org/entity/Q3828006,http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q1351369 @ http://www.wikidata.org/entity/Q302,,http://www.wikidata.org/entity/Q66459381,73D23
http://www.wikidata.org/entity/Q3828010,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q66459381,73D23
http://www.wikidata.org/entity/Q3907473,http://www.wikidata.org/entity/Q302 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q8441,,http://www.wikidata.org/entity/Q154326,11G184 @ 73EE12 @ 73A53 @ 11H(SEBASTIAN)62 @ 11H(CELSUS) @ 11H(NAZARIUS)
http://www.wikidata.org/entity/Q2516599,http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q345,,http://www.wikidata.org/entity/Q154326,11G184 @ 73A521 @ 73A51
http://www.wikidata.org/entity/Q969377,http://www.wikidata.org/entity/Q43600,,http://www.wikidata.org/entity/Q5022191,73C7115 @ 11H(PETER)
http://www.wikidata.org/entity/Q974674,http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q942467 @ http://www.wikidata.org/entity/Q3010,,http://www.wikidata.org/entity/Q51628,73B13(+3)
http://www.wikidata.org/entity/Q1056007,http://www.wikidata.org/entity/Q81989 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q1217213,http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q81989,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q729197,http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q235113,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q571122,http://www.wikidata.org/entity/Q485027 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q19809 @ http://www.wikidata.org/entity/Q942467 @ http://www.wikidata.org/entity/Q3010 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q48438 @ http://www.wikidata.org/entity/Q7559 @ http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q2064367 @ http://www.wikidata.org/entity/Q218921,,http://www.wikidata.org/entity/Q51628 @ http://www.wikidata.org/entity/Q851918,"73B13(+3) @ 11H(EUSTACE) @ 11H(GEORGE) @ 61B2(PAUMGARTNER, Lukas) @ 61B2(PAUMGARTNER, Stephan)"
http://www.wikidata.org/entity/Q285392,http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q199657 @ http://www.wikidata.org/entity/Q658353 @ http://www.wikidata.org/entity/Q345,,http://www.wikidata.org/entity/Q154326,73A522 @ 61B(+55) @ 73A4241
http://www.wikidata.org/entity/Q979440,http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q158825 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q2176980 @ http://www.wikidata.org/entity/Q345,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q3202079,http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q345,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q3202078,http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q154326,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q2425901,http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q81989 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q40458125 @ http://www.wikidata.org/entity/Q154326,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q2920183,http://www.wikidata.org/entity/Q9128 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q81989 @ http://www.wikidata.org/entity/Q235113 @ http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q998,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q2378534,http://www.wikidata.org/entity/Q81989 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q8441 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q154326,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q3618170,http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q345,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q1527541,http://www.wikidata.org/entity/Q3010 @ http://www.wikidata.org/entity/Q942467 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q467,,http://www.wikidata.org/entity/Q1029715,73B13(+3)
http://www.wikidata.org/entity/Q2378567,http://www.wikidata.org/entity/Q154326 @ http://www.wikidata.org/entity/Q8338 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q81989,,http://www.wikidata.org/entity/Q154326,73A522
http://www.wikidata.org/entity/Q3605564,http://www.wikidata.org/entity/Q942467 @ http://www.wikidata.org/entity/Q467 @ http://www.wikidata.org/entity/Q345 @ http://www.wikidata.org/entity/Q3010,,http://www.wikidata.org/entity/Q51628,73B13(+3)
